Order ID,Order Date,Shipping Date,Shipping Mode,Customer ID,Customer Name,Segment,City,State,Country,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost
IN-2024-BW110657-42250,3/9/2024,7/9/2024,Standard Class,BW-110657,Barry Weirich,Consumer,Sydney,New South Wales,Australia,TEC-PH-5350,"Nokia Signal Booster, Cordless",Technology,Phones,501,4,0.1,50,27
IN-2024-LB1679592-42146,22/5/2024,26/5/2024,Standard Class,LB-1679592,Laurel Beltran,Home Office,Taupo,Waikato,New Zealand,FUR-BO-4855,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,246,2,0,66,27
ID-2024-GP1474092-42313,5/11/2024,7/11/2024,First Class,GP-1474092,Guy Phonely,Corporate,Manukau City,Auckland,New Zealand,OFF-ST-5703,"Rogers Lockers, Wire Frame",Office Supplies,Storage,505,4,0.4,-202,27
IN-2024-JF154907-42259,12/9/2024,16/9/2024,Standard Class,JF-154907,Jeremy Farry,Consumer,Brisbane,Queensland,Australia,TEC-CO-3588,"Brother Copy Machine, High-Speed",Technology,Copiers,472,2,0.1,162,27
IN-2024-DB129707-42152,28/5/2024,1/6/2024,Second Class,DB-129707,Darren Budd,Corporate,Mandurah,Western Australia,Australia,OFF-PA-4464,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper,130,3,0.1,56,27
IN-2024-SW202457-42251,4/9/2024,5/9/2024,First Class,SW-202457,Scot Wooten,Consumer,Melbourne,Victoria,Australia,OFF-SU-4136,"Elite Trimmer, High Speed",Office Supplies,Supplies,112,3,0.1,17,27
IN-2024-TS2150592-42152,28/5/2024,4/6/2024,Standard Class,TS-2150592,Tony Sayre,Consumer,Dunedin,Otago,New Zealand,OFF-ST-4081,"Eldon Lockers, Wire Frame",Office Supplies,Storage,236,2,0.4,11,27
ID-2024-RM193757-42351,13/12/2024,15/12/2024,Second Class,RM-193757,Raymond Messe,Consumer,Townsville,Queensland,Australia,OFF-PA-5853,"SanDisk Computer Printout Paper, Premium",Office Supplies,Paper,107,4,0.1,-2,27
IN-2024-PB191057-42024,20/1/2024,24/1/2024,Standard Class,PB-191057,Peter Bühler,Consumer,Toowoomba,Queensland,Australia,TEC-PH-3793,"Cisco Headset, with Caller ID",Technology,Phones,238,3,0.1,84,27
IN-2024-PR188807-42260,13/9/2024,15/9/2024,First Class,PR-188807,Patrick Ryan,Consumer,Wollongong,New South Wales,Australia,FUR-FU-4075,"Eldon Light Bulb, Duo Pack",Furniture,Furnishings,159,7,0.1,52,27
IN-2024-SC200507-42258,11/9/2024,13/9/2024,First Class,SC-200507,Sample Company A,Home Office,Brisbane,Queensland,Australia,OFF-AR-3491,"Binney & Smith Markers, Water Color",Office Supplies,Art,73,3,0.1,26,26
ID-2024-AA103157-42241,25/8/2024,30/8/2024,Standard Class,AA-103157,Alex Avila,Consumer,Wollongong,New South Wales,Australia,OFF-AP-4509,"Hamilton Beach Toaster, Black",Office Supplies,Appliances,256,5,0.1,-17,26
ID-2024-SC2084592-42136,12/5/2024,18/5/2024,Standard Class,SC-2084592,Sung Chung,Consumer,Auckland,Auckland,New Zealand,FUR-CH-4683,"Hon Rocking Chair, Red",Furniture,Chairs,470,6,0.4,-7,26
ID-2024-CS123557-42328,20/11/2024,23/11/2024,First Class,CS-123557,Christine Sundaresam,Consumer,Gold Coast,Queensland,Australia,FUR-FU-4086,"Eldon Photo Frame, Erganomic",Furniture,Furnishings,204,6,0.4,-51,26
IN-2024-GB145757-42185,30/6/2024,3/7/2024,First Class,GB-145757,Giulietta Baptist,Consumer,Mildura,Victoria,Australia,TEC-PH-5339,"Nokia Headset, Cordless",Technology,Phones,182,4,0.4,9,26
IN-2024-CS124007-42148,24/5/2024,29/5/2024,Standard Class,CS-124007,Christopher Schild,Home Office,Brisbane,Queensland,Australia,FUR-BO-3630,"Bush Corner Shelving, Pine",Furniture,Bookcases,338,3,0.1,131,26
ID-2024-LR170357-42315,7/11/2024,13/11/2024,Standard Class,LR-170357,Lisa Ryan,Corporate,Perth,Western Australia,Australia,OFF-SU-3001,"Acme Trimmer, Easy Grip",Office Supplies,Supplies,207,5,0.1,-9,26
IN-2024-MR175457-42074,11/3/2024,16/3/2024,Standard Class,MR-175457,Mathew Reese,Home Office,Katoomba,New South Wales,Australia,TEC-CO-6004,"Sharp Ink, Laser",Technology,Copiers,497,4,0,9,26
ID-2024-EJ1415592-42299,22/10/2024,22/10/2024,Same Day,EJ-1415592,Eva Jacobs,Consumer,Auckland,Auckland,New Zealand,TEC-MA-6138,"StarTech Card Printer, White",Technology,Machines,194,2,0.4,-3,26
ID-2024-LW172157-42293,16/10/2024,20/10/2024,Standard Class,LW-172157,Luke Weiss,Consumer,Gold Coast,Queensland,Australia,OFF-EN-3096,"Ames Interoffice Envelope, Recycled",Office Supplies,Envelopes,197,5,0.1,-21,26
IN-2024-JG153107-42350,12/12/2024,15/12/2024,Second Class,JG-153107,Jason Gross,Corporate,Newcastle,New South Wales,Australia,OFF-AR-3452,"BIC Highlighters, Easy-Erase",Office Supplies,Art,155,9,0.1,44,25
IN-2024-AC104507-42361,23/12/2024,28/12/2024,Standard Class,AC-104507,Amy Cox,Consumer,Toowoomba,Queensland,Australia,FUR-TA-3354,"Barricks Training Table, Rectangular",Furniture,Tables,379,2,0.4,63,25
IN-2024-DB136157-42342,4/12/2024,9/12/2024,Second Class,DB-136157,Doug Bickford,Consumer,Palmerston,Northern Territory,Australia,OFF-ST-4259,"Fellowes File Cart, Single Width",Office Supplies,Storage,274,2,0,137,25
IN-2024-CM119357-42217,1/8/2024,7/8/2024,Standard Class,CM-119357,Carlos Meador,Consumer,Geelong,Victoria,Australia,OFF-AP-4956,"KitchenAid Microwave, Black",Office Supplies,Appliances,371,2,0.4,43,25
ID-2024-CS121757-42039,4/2/2024,11/2/2024,Standard Class,CS-121757,Charles Sheldon,Corporate,Cessnock,New South Wales,Australia,FUR-CH-4701,"Hon Swivel Stool, Adjustable",Furniture,Chairs,299,2,0.1,-3,25
IN-2024-NG184307-42322,14/11/2024,17/11/2024,First Class,NG-184307,Nathan Gelder,Consumer,Melbourne,Victoria,Australia,TEC-MA-4193,"Epson Card Printer, Durable",Technology,Machines,153,1,0.1,10,25
IN-2024-DM130157-42347,9/12/2024,13/12/2024,Standard Class,DM-130157,Darrin Martin,Consumer,Sydney,New South Wales,Australia,TEC-AC-5205,"Memorex Memory Card, Programmable",Technology,Accessories,186,2,0.1,8,25
IN-2024-MJ177407-42348,10/12/2024,11/12/2024,First Class,MJ-177407,Max Jones,Consumer,Wollongong,New South Wales,Australia,OFF-PA-4482,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper,81,5,0.1,19,25
ID-2024-JW160757-42357,19/12/2024,26/12/2024,Standard Class,JW-160757,Julia West,Consumer,Hobart,Tasmania,Australia,FUR-CH-5794,"SAFCO Rocking Chair, Black",Furniture,Chairs,158,2,0.4,-95,25
IN-2024-DB129707-42152,28/5/2024,1/6/2024,Second Class,DB-129707,Darren Budd,Corporate,Mandurah,Western Australia,Australia,OFF-BI-2883,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,243,9,0.1,13,25
ID-2024-DK133757-42284,7/10/2024,12/10/2024,Second Class,DK-133757,Dennis Kane,Consumer,Newcastle,New South Wales,Australia,FUR-CH-5367,"Novimex Bag Chairs, Black",Furniture,Chairs,195,5,0.1,-19,25
IN-2024-LD170057-42267,20/9/2024,22/9/2024,First Class,LD-170057,Lisa DeCherney,Consumer,Nowra,New South Wales,Australia,OFF-EN-4917,"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,256,7,0.1,82,25
IN-2024-AA103757-42363,25/12/2024,30/12/2024,Standard Class,AA-103757,Allen Armold,Consumer,Tamworth,New South Wales,Australia,FUR-BO-3628,"Bush Corner Shelving, Metal",Furniture,Bookcases,444,4,0.1,153,25
IN-2024-RW196907-42048,13/2/2024,19/2/2024,Standard Class,RW-196907,Robert Waldorf,Consumer,Gold Coast,Queensland,Australia,FUR-BO-5778,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,358,2,0.1,75,24
ID-2024-KM162257-42018,14/1/2024,18/1/2024,Standard Class,KM-162257,Kalyca Meade,Corporate,Mandurah,Western Australia,Australia,FUR-CH-4702,"Hon Swivel Stool, Black",Furniture,Chairs,580,6,0.4,77,24
ID-2024-BP1105092-42006,2/1/2024,3/1/2024,First Class,BP-1105092,Barry Pond,Corporate,Manukau City,Auckland,New Zealand,OFF-SU-4131,"Elite Shears, Easy Grip",Office Supplies,Supplies,116,4,0.4,-54,24
ID-2024-MG178757-42166,11/6/2024,17/6/2024,Standard Class,MG-178757,Michael Grace,Home Office,Gladstone,Queensland,Australia,FUR-BO-4867,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,330,3,0.1,69,24
IN-2024-PR188807-42123,29/4/2024,1/5/2024,First Class,PR-188807,Patrick Ryan,Consumer,Perth,Western Australia,Australia,OFF-BI-2901,"Acco Binding Machine, Economy",Office Supplies,Binders,275,6,0.1,3,24
IN-2024-BF109757-42286,9/10/2024,14/10/2024,Standard Class,BF-109757,Barbara Fisher,Corporate,Sydney,New South Wales,Australia,TEC-AC-5864,"SanDisk Keyboard, Bluetooth",Technology,Accessories,366,5,0.1,56,24
ID-2024-AH101957-42320,12/11/2024,17/11/2024,Standard Class,AH-101957,Alan Haines,Corporate,Murray Bridge,South Australia,Australia,FUR-CH-5457,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,317,2,0.1,-35,24
IN-2024-AZ107507-42291,14/10/2024,20/10/2024,Standard Class,AZ-107507,Annie Zypern,Consumer,Sydney,New South Wales,Australia,FUR-CH-5372,"Novimex Chairmat, Red",Furniture,Chairs,354,7,0.1,70,24
IN-2024-JL1583592-42308,31/10/2024,6/11/2024,Standard Class,JL-1583592,John Lee,Consumer,Wellington,Wellington,New Zealand,FUR-CH-5440,"Office Star Chairmat, Set of Two",Furniture,Chairs,272,4,0,100,24
ID-2024-KL166457-42202,17/7/2024,17/7/2024,Same Day,KL-166457,Ken Lonsdale,Consumer,Canberra,Australian Capital Territory,Australia,TEC-PH-5259,"Motorola Office Telephone, Cordless",Technology,Phones,223,5,0.4,-67,24
IN-2024-VS218207-42209,24/7/2024,30/7/2024,Standard Class,VS-218207,Vivek Sundaresam,Consumer,Mackay,Queensland,Australia,FUR-CH-4545,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,390,3,0.1,30,24
IN-2024-CB125357-42327,19/11/2024,24/11/2024,Standard Class,CB-125357,Claudia Bergmann,Corporate,Gold Coast,Queensland,Australia,FUR-BO-3631,"Bush Corner Shelving, Traditional",Furniture,Bookcases,334,3,0.1,133,23
IN-2024-XP218657-42239,23/8/2024,28/8/2024,Standard Class,XP-218657,Xylona Preis,Consumer,Gold Coast,Queensland,Australia,FUR-CH-5411,"Novimex Swivel Stool, Adjustable",Furniture,Chairs,300,2,0.1,50,23
IN-2024-RD198107-42325,17/11/2024,22/11/2024,Standard Class,RD-198107,Ross DeVincentis,Home Office,Wollongong,New South Wales,Australia,TEC-MA-5572,"Panasonic Printer, Red",Technology,Machines,263,1,0,0,23
IN-2024-BE114557-42080,17/3/2024,22/3/2024,Second Class,BE-114557,Brad Eason,Home Office,Sydney,New South Wales,Australia,OFF-AP-3878,"Cuisinart Toaster, Silver",Office Supplies,Appliances,195,4,0.1,64,23
IN-2024-TT212207-42266,19/9/2024,24/9/2024,Second Class,TT-212207,Thomas Thornton,Consumer,Gold Coast,Queensland,Australia,FUR-FU-3929,"Deflect-O Clock, Duo Pack",Furniture,Furnishings,317,7,0.1,123,23
IN-2024-CC125507-42046,11/2/2024,11/2/2024,Same Day,CC-125507,Clay Cheatham,Consumer,Whyalla,South Australia,Australia,OFF-PA-4181,"Enermax Parchment Paper, 8.5 x 11",Office Supplies,Paper,52,3,0.1,9,23
ID-2024-ZC219107-42328,20/11/2024,24/11/2024,Standard Class,ZC-219107,Zuschuss Carroll,Consumer,Melbourne,Victoria,Australia,OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage,484,4,0.1,102,23
ID-2024-JB1604592-42329,21/11/2024,23/11/2024,First Class,JB-1604592,Julia Barnett,Home Office,Manukau City,Auckland,New Zealand,OFF-SU-2994,"Acme Shears, High Speed",Office Supplies,Supplies,179,6,0.4,-15,23
IN-2024-AR104057-42019,15/1/2024,17/1/2024,Second Class,AR-104057,Allen Rosenblatt,Corporate,Melbourne,Victoria,Australia,TEC-AC-5863,"SanDisk Flash Drive, USB",Technology,Accessories,178,5,0.1,19,23
IN-2024-DW131957-42363,25/12/2024,29/12/2024,Second Class,DW-131957,David Wiener,Corporate,Toowoomba,Queensland,Australia,FUR-CH-5433,"Office Star Bag Chairs, Adjustable",Furniture,Chairs,208,4,0.1,48,23
IN-2024-JS156857-42302,25/10/2024,30/10/2024,Second Class,JS-156857,Jim Sink,Corporate,Wollongong,New South Wales,Australia,TEC-CO-6008,"Sharp Personal Copier, Laser",Technology,Copiers,216,2,0.1,64,23
IN-2024-LH167507-42322,14/11/2024,15/11/2024,First Class,LH-167507,Larry Hughes,Consumer,Griffith,New South Wales,Australia,OFF-LA-5389,"Novimex Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,46,5,0.1,16,23
IN-2024-RP198557-42337,29/11/2024,3/12/2024,Standard Class,RP-198557,Roy Phan,Corporate,Wagga Wagga,New South Wales,Australia,OFF-AP-3566,"Breville Coffee Grinder, Black",Office Supplies,Appliances,330,6,0.1,73,23
IN-2024-HW149357-42288,11/10/2024,16/10/2024,Second Class,HW-149357,Helen Wasserman,Corporate,Mandurah,Western Australia,Australia,FUR-CH-4563,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,324,2,0.1,-25,23
ID-2024-TB214007-42322,14/11/2024,16/11/2024,First Class,TB-214007,Tom Boeckenhauer,Consumer,Toowoomba,Queensland,Australia,OFF-ST-6033,"Smead File Cart, Single Width",Office Supplies,Storage,115,1,0.1,14,23
IN-2024-JG151157-42035,31/1/2024,5/2/2024,Standard Class,JG-151157,Jack Garza,Consumer,Gold Coast,Queensland,Australia,FUR-FU-3025,"Advantus Clock, Durable",Furniture,Furnishings,217,5,0.1,55,23
ID-2024-DK133757-42284,7/10/2024,12/10/2024,Second Class,DK-133757,Dennis Kane,Consumer,Newcastle,New South Wales,Australia,FUR-BO-5797,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,402,3,0.1,8,23
IN-2024-BF110807-42297,20/10/2024,24/10/2024,Second Class,BF-110807,Bart Folk,Consumer,Newcastle,New South Wales,Australia,OFF-BI-4812,"Ibico Binder, Durable",Office Supplies,Binders,137,9,0.1,16,22
IN-2024-NC183407-42155,31/5/2024,5/6/2024,Standard Class,NC-183407,Nat Carroll,Consumer,Wollongong,New South Wales,Australia,FUR-CH-5450,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,339,4,0.1,135,22
IN-2024-BS113657-42141,17/5/2024,19/5/2024,Second Class,BS-113657,Bill Shonely,Corporate,Brisbane,Queensland,Australia,OFF-PA-3995,"Eaton Memo Slips, Multicolor",Office Supplies,Paper,109,8,0.1,25,22
ID-2024-HA1490592-42287,10/10/2024,14/10/2024,Standard Class,HA-1490592,Helen Abelman,Consumer,Gisborne,Gisborne,New Zealand,OFF-ST-6264,"Tenex Lockers, Wire Frame",Office Supplies,Storage,162,2,0.6,-65,22
IN-2024-AH106907-42224,8/8/2024,10/8/2024,Second Class,AH-106907,Anna Häberlin,Corporate,Melbourne,Victoria,Australia,OFF-PA-4471,"Green Bar Memo Slips, Multicolor",Office Supplies,Paper,66,4,0.1,2,22
ID-2024-DS131807-42251,4/9/2024,8/9/2024,Standard Class,DS-131807,David Smith,Corporate,Sydney,New South Wales,Australia,TEC-AC-3396,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,259,5,0.1,95,22
IN-2024-NF185957-42150,26/5/2024,30/5/2024,Standard Class,NF-185957,Nicole Fjeld,Home Office,Perth,Western Australia,Australia,OFF-PA-4482,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper,130,8,0.1,31,22
ID-2024-FM142157-42109,15/4/2024,20/4/2024,Second Class,FM-142157,Filia McAdams,Corporate,Ballarat,Victoria,Australia,TEC-MA-6145,"StarTech Phone, White",Technology,Machines,131,2,0.1,-2,22
ID-2024-CB120257-42193,8/7/2024,10/7/2024,Second Class,CB-120257,Cassandra Brandow,Consumer,Launceston,Tasmania,Australia,OFF-SU-6174,"Stiletto Scissors, Serrated",Office Supplies,Supplies,109,6,0.1,-7,22
IN-2024-EM139607-42130,6/5/2024,9/5/2024,First Class,EM-139607,Eric Murdock,Consumer,Newcastle,New South Wales,Australia,OFF-SU-6176,"Stiletto Shears, Easy Grip",Office Supplies,Supplies,99,2,0,31,22
IN-2024-PN187757-42139,15/5/2024,18/5/2024,First Class,PN-187757,Parhena Norris,Home Office,Canberra,Australian Capital Territory,Australia,OFF-EN-4449,"GlobeWeis Manila Envelope, Set of 50",Office Supplies,Envelopes,383,14,0,114,22
ID-2024-BS1138092-42255,8/9/2024,10/9/2024,Second Class,BS-1138092,Bill Stewart,Corporate,Dunedin,Otago,New Zealand,TEC-PH-3818,"Cisco Speaker Phone, with Caller ID",Technology,Phones,166,2,0.4,2,22
ID-2024-LE168107-42028,24/1/2024,28/1/2024,Standard Class,LE-168107,Laurel Elliston,Consumer,Canberra,Australian Capital Territory,Australia,TEC-AC-5887,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories,232,7,0.4,-112,21
IN-2024-RD199007-42095,1/4/2024,4/4/2024,First Class,RD-199007,Ruben Dartt,Consumer,Mackay,Queensland,Australia,FUR-CH-4630,"Hon Chairmat, Adjustable",Furniture,Chairs,104,2,0.1,46,21
ID-2024-IG150857-42348,10/12/2024,14/12/2024,Standard Class,IG-150857,Ivan Gibson,Consumer,Canberra,Australian Capital Territory,Australia,OFF-AP-3856,"Cuisinart Blender, Black",Office Supplies,Appliances,119,3,0.4,-15,21
IN-2024-LH1675092-42218,2/8/2024,4/8/2024,First Class,LH-1675092,Larry Hughes,Consumer,Auckland,Auckland,New Zealand,OFF-LA-4695,"Hon Shipping Labels, Alphabetical",Office Supplies,Labels,67,10,0.4,5,21
ID-2024-JL155057-42175,20/6/2024,24/6/2024,Standard Class,JL-155057,Jeremy Lonsdale,Consumer,Canberra,Australian Capital Territory,Australia,FUR-CH-4698,"Hon Steel Folding Chair, Black",Furniture,Chairs,236,5,0.4,-102,21
IN-2024-ME177257-42024,11/1/2024,15/1/2024,Standard Class,ME-177257,Max Engle,Consumer,Hobart,Tasmania,Australia,TEC-CO-3606,"Brother Personal Copier, High-Speed",Technology,Copiers,169,2,0.4,8,21
IN-2024-RP193907-42091,28/3/2024,1/4/2024,Standard Class,RP-193907,Resi Pölking,Consumer,Canberra,Australian Capital Territory,Australia,FUR-BO-5953,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,599,4,0,17,21
IN-2024-BG110357-42250,3/9/2024,5/9/2024,Second Class,BG-110357,Barry Gonzalez,Consumer,Hobart,Tasmania,Australia,OFF-SU-4135,"Elite Trimmer, Easy Grip",Office Supplies,Supplies,181,7,0.4,-27,21
IN-2024-TB2135592-42129,5/5/2024,12/5/2024,Standard Class,TB-2135592,Todd Boyes,Corporate,Hamilton,Waikato,New Zealand,TEC-PH-5264,"Motorola Signal Booster, Full Size",Technology,Phones,288,2,0,37,21
IN-2024-JR162107-42304,27/10/2024,3/11/2024,Standard Class,JR-162107,Justin Ritter,Corporate,Perth,Western Australia,Australia,TEC-PH-3151,"Apple Speaker Phone, Full Size",Technology,Phones,224,2,0.1,34,21
IN-2024-PO191957-42070,7/3/2024,12/3/2024,Standard Class,PO-191957,Phillina Ober,Home Office,Wodonga,Victoria,Australia,FUR-CH-5373,"Novimex Chairmat, Set of Two",Furniture,Chairs,263,5,0.1,79,21
ID-2024-SW202757-42216,31/7/2024,6/8/2024,Standard Class,SW-202757,Scott Williamson,Consumer,Canberra,Australian Capital Territory,Australia,TEC-CO-5991,"Sharp Copy Machine, High-Speed",Technology,Copiers,287,2,0.4,-191,21
ID-2024-EJ1415592-42335,27/11/2024,2/12/2024,Standard Class,EJ-1415592,Eva Jacobs,Consumer,Auckland,Auckland,New Zealand,FUR-CH-4560,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Chairs,240,4,0.4,-136,21
IN-2024-CC125507-42046,11/2/2024,11/2/2024,Same Day,CC-125507,Clay Cheatham,Consumer,Whyalla,South Australia,Australia,OFF-BI-2897,"Acco Binder, Economy",Office Supplies,Binders,68,5,0.1,15,20
ID-2024-DS131807-42251,4/9/2024,8/9/2024,Standard Class,DS-131807,David Smith,Corporate,Sydney,New South Wales,Australia,FUR-BO-3896,"Dania Corner Shelving, Traditional",Furniture,Bookcases,659,6,0.1,0,20
IN-2024-TZ215807-42124,30/4/2024,5/5/2024,Standard Class,TZ-215807,Tracy Zic,Consumer,Brisbane,Queensland,Australia,FUR-FU-6242,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,276,7,0.1,18,20
IN-2024-MO175007-42131,7/5/2024,9/5/2024,Second Class,MO-175007,Mary O'Rourke,Consumer,Brisbane,Queensland,Australia,OFF-AR-6105,"Stanley Canvas, Blue",Office Supplies,Art,222,5,0.1,32,20
ID-2024-FW1439592-42232,16/8/2024,21/8/2024,Standard Class,FW-1439592,Fred Wasserman,Corporate,Manukau City,Auckland,New Zealand,FUR-CH-4545,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,520,6,0.4,-199,20
IN-2024-BM111407-42201,16/7/2024,21/7/2024,Standard Class,BM-111407,Becky Martin,Consumer,Wollongong,New South Wales,Australia,FUR-FU-5728,"Rubbermaid Frame, Duo Pack",Furniture,Furnishings,219,2,0,109,20
IN-2024-EJ137207-42314,6/11/2024,10/11/2024,Second Class,EJ-137207,Ed Jacobs,Consumer,Brisbane,Queensland,Australia,FUR-CH-5454,"Office Star Swivel Stool, Adjustable",Furniture,Chairs,317,2,0.1,10,20
ID-2024-DL129257-42312,4/11/2024,9/11/2024,Second Class,DL-129257,Daniel Lacy,Consumer,Warrnambool,Victoria,Australia,FUR-FU-3930,"Deflect-O Clock, Durable",Furniture,Furnishings,170,6,0.4,-108,20
ID-2024-MG1814592-42132,8/5/2024,14/5/2024,Standard Class,MG-1814592,Mike Gockenbach,Consumer,Manukau City,Auckland,New Zealand,OFF-AP-3873,"Cuisinart Stove, Red",Office Supplies,Appliances,322,1,0.4,0,20
ID-2024-BE114557-42242,26/8/2024,28/8/2024,First Class,BE-114557,Brad Eason,Home Office,Gold Coast,Queensland,Australia,TEC-MA-5577,"Panasonic Receipt Printer, White",Technology,Machines,143,2,0.4,-64,20
IN-2024-JK157307-42024,11/1/2024,17/1/2024,Standard Class,JK-157307,Joe Kamberova,Consumer,Wollongong,New South Wales,Australia,TEC-PH-5247,"Motorola Audio Dock, Full Size",Technology,Phones,349,2,0,83,20
IN-2024-NR185507-42367,29/12/2024,31/12/2024,Second Class,NR-185507,Nick Radford,Consumer,Adelaide,South Australia,Australia,OFF-SU-4976,"Kleencut Box Cutter, Steel",Office Supplies,Supplies,214,7,0.1,16,20
ID-2024-PK190757-42194,9/7/2024,13/7/2024,Second Class,PK-190757,Pete Kriz,Consumer,Townsville,Queensland,Australia,OFF-ST-6058,"Smead Shelving, Industrial",Office Supplies,Storage,177,4,0.1,0,19
IN-2024-BF112157-42125,1/5/2024,3/5/2024,First Class,BF-112157,Benjamin Farhat,Home Office,Sydney,New South Wales,Australia,FUR-FU-6257,"Tenex Light Bulb, Black",Furniture,Furnishings,85,5,0.1,4,19
ID-2024-BE114557-42242,26/8/2024,28/8/2024,First Class,BE-114557,Brad Eason,Home Office,Gold Coast,Queensland,Australia,OFF-EN-5032,"Kraft Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,60,2,0.4,-5,19
ID-2024-TB214007-42322,14/11/2024,16/11/2024,First Class,TB-214007,Tom Boeckenhauer,Consumer,Toowoomba,Queensland,Australia,OFF-ST-6247,"Tenex File Cart, Industrial",Office Supplies,Storage,241,2,0.1,101,19
ID-2024-BP110957-42316,8/11/2024,8/11/2024,Same Day,BP-110957,Bart Pistole,Corporate,Melbourne,Victoria,Australia,OFF-ST-6272,"Tenex Shelving, Blue",Office Supplies,Storage,147,3,0.1,-16,19
IN-2024-BD113207-42118,24/4/2024,1/5/2024,Standard Class,BD-113207,Bill Donatelli,Consumer,Devonport,Tasmania,Australia,FUR-FU-5721,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,263,6,0.1,99,19
IN-2024-SL2024592-42257,10/9/2024,15/9/2024,Standard Class,SL-2015592,Sara Luxemburg,Home Office,Palmerston North,Manawatu-Wanganui,New Zealand,TEC-AC-4155,"Enermax Keyboard, Bluetooth",Technology,Accessories,333,4,0,9,19
ID-2024-JE156107-42087,24/3/2024,28/3/2024,Standard Class,JE-156107,Jim Epp,Corporate,Canberra,Australian Capital Territory,Australia,OFF-AR-3447,"BIC Canvas, Blue",Office Supplies,Art,386,12,0.4,-245,19
ID-2024-JB160007-42069,6/3/2024,11/3/2024,Standard Class,JB-160007,Joy Bell-,Consumer,Mandurah,Western Australia,Australia,FUR-FU-3950,"Deflect-O Photo Frame, Black",Furniture,Furnishings,373,8,0.1,-4,19
ID-2024-AG1030092-42132,8/5/2024,12/5/2024,Standard Class,AG-1030092,Aleksandra Gannaway,Corporate,Auckland,Auckland,New Zealand,TEC-CO-3602,"Brother Ink, Laser",Technology,Copiers,176,2,0.4,-79,19
ID-2024-BE114557-42242,26/8/2024,28/8/2024,First Class,BE-114557,Brad Eason,Home Office,Gold Coast,Queensland,Australia,OFF-SU-4328,"Fiskars Trimmer, Steel",Office Supplies,Supplies,100,4,0.4,-51,19
IN-2024-GM146807-42355,17/12/2024,21/12/2024,Standard Class,GM-146807,Greg Matthias,Consumer,Melbourne,Victoria,Australia,TEC-PH-5254,"Motorola Headset, with Caller ID",Technology,Phones,143,2,0.1,19,19
ID-2024-BD116057-42103,9/4/2024,13/4/2024,Standard Class,BD-116057,Brian Dahlen,Consumer,Newcastle,New South Wales,Australia,TEC-AC-3386,"Belkin Keyboard, Programmable",Technology,Accessories,230,3,0.1,66,19
ID-2024-MT1781592-42154,30/5/2024,4/6/2024,Standard Class,MT-1781592,Meg Tillman,Consumer,Auckland,Auckland,New Zealand,TEC-PH-3799,"Cisco Office Telephone, with Caller ID",Technology,Phones,193,4,0.4,-51,19
ID-2024-PP189557-42161,6/6/2024,10/6/2024,Standard Class,PP-189557,Paul Prost,Home Office,Coffs Harbour,New South Wales,Australia,TEC-PH-5246,"Motorola Audio Dock, Cordless",Technology,Phones,475,3,0.1,58,19
IN-2024-RD198107-42048,13/2/2024,17/2/2024,Standard Class,RD-198107,Ross DeVincentis,Home Office,Melbourne,Victoria,Australia,TEC-PH-3144,"Apple Signal Booster, Full Size",Technology,Phones,248,2,0.1,79,19
IN-2024-JP1613592-42313,5/11/2024,8/11/2024,Second Class,JP-1613592,Julie Prescott,Home Office,Wellington,Wellington,New Zealand,OFF-BI-6372,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,56,2,0,27,19
ID-2024-FG142607-42160,5/6/2024,11/6/2024,Standard Class,FG-142607,Frank Gastineau,Home Office,Canberra,Australian Capital Territory,Australia,TEC-CO-5997,"Sharp Fax Machine, Color",Technology,Copiers,356,2,0.4,-231,19
IN-2024-AG103907-42129,5/5/2024,8/5/2024,First Class,AG-103907,Allen Goldenen,Consumer,Gawler,South Australia,Australia,FUR-CH-4632,"Hon Chairmat, Red",Furniture,Chairs,99,2,0.1,16,18
